IdEjemplar,Fuente,AnioColecta,Altitud,Estado,Municipio,Localidad,Taxa,AnioDeterminacion,Fuente de georreferencia,LatitudGrados,LatitudMinutos,LatitudSegundos,LongitudGrados,LongitudMinutos,LongitudSegundos,Habitat,Habitat
4065,JE014,1976,2750,HIDALGO,PACHUCA DE SOTO,2 km al WSW de Real del Monte,"Phaseolus pedicellatus - Benth., 1837",2016,"SIG Google Earth 7.1.2.2041, mayo 2015",20,8,1.00,-98,41,33,En claros adyacentes. Silvestre,Silvestre
4066,JE014,1992,9999,HIDALGO,ZACUALTIPÁN DE ÁNGELES,"Paraje Cumbre de Tlahuelompa, 2 km al SW del Ejido de Tlahuelompa","Phaseolus pedicellatus - Benth., 1837",2016,"SIG Google Earth 7.1.8.3036, enero 2017",20,38,16.00,-98,34,42,Silvestre,Silvestre
4067,JE014,1968,2650,MÉXICO,AMECAMECA,"5 km al NE de Amecameca, laderas del Cerro La Coronilla","Phaseolus pedicellatus - Benth., 1837",2016,"SIG Google Earth 7.1.5.1557, junio 2015",19,7,36.00,-98,43,42,Silvestre,Silvestre
4068,JE014,2011,2540,MÉXICO,VALLE DE BRAVO,"Avándaro, Rancho Cerro Gordo, camino de la Escalerilla a Barranca Onda","Phaseolus pedicellatus - Benth., 1837",2016,"SIG Google Earth 7.1.8.3036, enero 2017",19,7,41.00,-100,6,51,En claros. Silvestre,Silvestre
4069,JE014,2014,2582,MÉXICO,VILLA DE ALLENDE,"A 2.3 km al NE de Mesas Altas de Xoconusco, Corrales Viejos","Phaseolus pedicellatus - Benth., 1837",2016,"SIG Google Earth 7.1.8.3036, enero 2017",19,21,25.00,-100,13,42,Silvestre,Silvestre
4070,JE014,2005,2550,MICHOACÁN DE OCAMPO,CONTEPEC,Cerro Altamirano,"Phaseolus pedicellatus - Benth., 1837",2016,"SIG Google Earth 7.1.2.2041, mayo 2015",20,0,17.00,-100,9,31,Silvestre,Silvestre
4071,JE014,1986,2230,MICHOACÁN DE OCAMPO,PÁTZCUARO,2 km al SE del Cerro del Estribo,"Phaseolus pedicellatus - Benth., 1837",2016,"SIG Google Earth 7.1.8.3036, enero 2017",19,30,2.00,-101,37,58,Silvestre,Silvestre
4072,JE014,1985,2500,MICHOACÁN DE OCAMPO,QUERÉNDARO,"En Mil Cumbres, desviación a San Antonio Villalongín","Phaseolus pedicellatus - Benth., 1837",2016,"SIG Google Earth 7.1.2.2041, mayo 2015",19,37,5.00,-100,46,30,Silvestre,Silvestre
4073,JE014,1996,2140,MICHOACÁN DE OCAMPO,TANCÍTARO,"Cerro Tancítaro, 27 km al W de Uruapan en línea recta. Camino Táncitaro a El Jazmín, a 3-4 km por el Cerro La Cantera","Phaseolus pedicellatus - Benth., 1837",2016,"SIG Google Earth 7.1.8.3036, enero 2017",19,20,27.00,-102,22,15,Silvestre,Silvestre
4074,JE014,2004,2200,MICHOACÁN DE OCAMPO,TACÁMBARO,"Sobre la carretera de Villa Madero a Carácuaro, 5.3 km al N de Los Sauces","Phaseolus pedicellatus - Benth., 1837",2016,"SIG Google Earth 7.1.8.3036, enero 2017",19,19,51.78,-101,22,10.74,Silvestre,Silvestre
4075,JE014,1998,2200,MICHOACÁN DE OCAMPO,ZINAPÉCUARO,"Los Ojos de Agua, al pie del Cerro Monterrey","Phaseolus pedicellatus - Benth., 1837",2016,"SIG Google Earth 7.1.8.3036, enero 2017",19,48,0.78,-100,48,0.83,Silvestre,Silvestre
4076,JE014,2014,2484,MICHOACÁN DE OCAMPO,ZITÁCUARO,"A 2.66 km al SSE de El Aguacate, Ejido San Juan Zitácuaro","Phaseolus pedicellatus - Benth., 1837",2017,"SIG Google Earth 7.1.8.3036, enero 2017",19,23,47.00,-100,19,31,Silvestre,Silvestre
4077,JE014,1979,2340,MICHOACÁN DE OCAMPO,ZITÁCUARO,Ladera NW del Cerro Cacique,"Phaseolus pedicellatus - Benth., 1837",2016,"SIG Google Earth 7.1.8.3036, enero 2017",19,24,8.10,-100,19,11.83,Área abandonado por cultivo. Silvestre,Silvestre
4078,JE014,1979,2400,MICHOACÁN DE OCAMPO,ZITÁCUARO,Ladera S del Cerro Cacique,"Phaseolus pedicellatus - Benth., 1837",2017,"SIG Google Earth 7.1.8.3036, enero 2017",19,22,12.12,-100,18,58,Silvestre,Silvestre
4079,JE014,1979,2400,MICHOACÁN DE OCAMPO,ZITÁCUARO,Ladera S del Cerro Cacique,"Phaseolus pedicellatus - Benth., 1837",2016,"SIG Google Earth 7.1.8.3036, enero 2017",19,22,12.12,-100,18,58,Silvestre,Silvestre
4080,JE014,1967,2286,MORELOS,CUERNAVACA,"Km 52, 3-5 mi S of Cuajomulco along toll road to Cuernavaca","Phaseolus pedicellatus - Benth., 1837",2016,"SIG Google Earth 7.1.8.3036, enero 2017",19,0,26.38,-99,16,10.74,Silvestre,Silvestre
4081,JE014,1984,2650,MORELOS,HUITZILAC,"Camino de Huitzilac a Lagunas de Zempoala, cerca del Parque Nacional Lagunas de Zempoala","Phaseolus pedicellatus - Benth., 1837",2016,"SIG Google Earth 7.1.8.3036, enero 2017",19,2,6.74,-99,17,32.07,Silvestre,Silvestre
4082,JE014,1987,2225,MORELOS,TEPOZTLÁN,2 km al N de Santo Domingo Ocotitlán,"Phaseolus pedicellatus - Benth., 1837",2015,"SIG Google Earth 7.1.8.3036, enero 2017",19,1,6.00,-99,3,8,Silvestre,Silvestre
4083,JE014,1975,2300,MORELOS,TEPOZTLÁN,"Carretera México-Cuernavaca, km 64, a 2 km de la Pera en orientación N","Phaseolus pedicellatus - Benth., 1837",2016,"SIG Google Earth 7.1.8.3036, enero 2017",19,0,56.42,-99,9,19.93,Silvestre,Silvestre
4084,JE014,1990,1480,MORELOS,TEPOZTLÁN,"Km 17 carretera Cuautla-Tepoztlán, cerca del poblado Santiago Tepetlapa","Phaseolus pedicellatus - Benth., 1837",2015,"SIG Google Earth 7.1.8.3036, enero 2017",18,57,28.00,-99,4,23,Silvestre,Silvestre
4085,JE014,1986,2100,MORELOS,TEPOZTLÁN,Santo Domingo Ocotitlán,"Phaseolus pedicellatus - Benth., 1837",2015,"SIG Google Earth 7.1.8.3036, enero 2017",19,1,1.00,-99,3,34,En cerro. Silvestre,Silvestre
4086,JE014,1993,1465,NAYARIT,XALISCO,2 km al SE de el Rancho La Noria o 9 km al SE de el Izote,"Phaseolus pedicellatus - Benth., 1837",2016,"SIG Google Earth 7.1.8.3036, enero 2017",21,28,43.49,-104,59,56.5,Silvestre,Silvestre
4087,JE014,1994,1500,NAYARIT,XALISCO,"7 km al SW de Xalisco, camino a la Estación de Microondas, Cerro Boludo","Phaseolus pedicellatus - Benth., 1837",2016,"SIG Google Earth 7.1.8.3036, enero 2017",21,27,3.06,-104,57,0.9,Silvestre,Silvestre
4088,JE014,1970,9999,NUEVO LEÓN,GALEANA,"About 1.5 mi below the microwave station on Cerro Potosi, N of Galeana","Phaseolus pedicellatus - Benth., 1837",2016,"SIG Google Earth 7.1.8.3036, enero 2017",24,51,36.00,-100,13,56,Silvestre,Silvestre
4089,JE014,1998,2350,PUEBLA,ZACAPOAXTLA,5 km al S de San José del Progreso,"Phaseolus pedicellatus - Benth., 1837",2016,"SIG Google Earth 7.1.8.3036, enero 2017",19,47,12.00,-97,36,1,Silvestre,Silvestre
4090,JE014,1975,1800,PUEBLA,ZACAPOAXTLA,"Los Manzanos, cerca de Zacapoaxtla","Phaseolus pedicellatus - Benth., 1837",2016,"SIG Google Earth 7.1.5.1557, octubre 2015",19,51,40.00,-97,35,0,Silvestre,Silvestre
4091,JE014,2002,1900,QUERÉTARO DE ARTEAGA,CADEREYTA DE MONTES,Km 5 carretera a San Joaquín,"Phaseolus pedicellatus - Benth., 1837",2016,"SIG Google Earth 7.1.8.3036, enero 2017",20,54,10.00,-99,41,6,Silvestre,Silvestre
4092,JE014,1997,1900,SAN LUIS POTOSÍ,GUADALCÁZAR,"Cerro de las Comadres, arriba de Realejo","Phaseolus pedicellatus - Benth., 1837",2017,"SIG Google Earth 7.1.8.3036, enero 2017",22,39,48.00,-100,24,59,Silvestre,Silvestre
4093,JE014,2000,2015,SAN LUIS POTOSÍ,GUADALCÁZAR,"Lagunas 9 km al NE del Realejo, hacia Las Lagunas, cañada a la derecha","Phaseolus pedicellatus - Benth., 1837",2016,"SIG Google Earth 7.1.8.3036, enero 2017",22,42,25.00,-100,23,9,En cañada. Silvestre,Silvestre
4094,JE014,1982,2300,SAN LUIS POTOSÍ,ZARAGOZA,"Rancho El Milagro, 40 km al NE de San Luis Potosí, carretera San Luis Porosí-Río Verde","Phaseolus pedicellatus - Benth., 1837",2016,"SIG Google Earth 7.1.5.1557, octubre 2015",22,4,44.00,-100,38,14,Silvestre,Silvestre
4095,JE014,1999,1660,SINALOA,CONCORDIA,4 km al E de La Petaca,"Phaseolus pedicellatus - Benth., 1837",2016,"SIG Google Earth 7.1.2.2041, mayo 2015",23,25,20.00,-105,47,11,Ladera exposición N pendiente 50%. Silvestre,Silvestre
4096,JE014,1994,1986,TAMAULIPAS,GÓMEZ FARÍAS,Reserva de la Biosfera El Cielo,"Phaseolus pedicellatus - Benth., 1837",2016,"SIG Google Earth 7.1.5.1557, octubre 2015",23,8,6.00,-99,13,58,Silvestre,Silvestre
4097,JE014,2013,1425,TAMAULIPAS,TULA,"Carretera Tula-Ocampo, km 18","Phaseolus pedicellatus - Benth., 1837",2016,"SIG Google Earth 7.1.8.3036, enero 2017",22,55,59.00,-99,35,18,Silvestre,Silvestre
4098,JE014,1985,800,TAMAULIPAS,VICTORIA,"Altas Cumbres, al S de Ciudad Victoria","Phaseolus pedicellatus - Benth., 1837",2016,"SIG Google Earth 7.1.2.2041, mayo 2015",23,36,23.00,-99,12,11,Silvestre,Silvestre
4099,JE014,2013,1108,TAMAULIPAS,VICTORIA,"Ejido Altas Cumbres-camino Real a Jaumave, km 2","Phaseolus pedicellatus - Benth., 1837",2016,"SIG Google Earth 7.1.8.3036, enero 2017",23,35,36.89,-99,12,33.9,Silvestre,Silvestre
4100,JE014,1980,2350,VERACRUZ DE IGNACIO DE LA LLAVE,ACAJETE,"Cruz Verde, cerca de la Caja de Agua","Phaseolus pedicellatus - Benth., 1837",2016,"SIG Google Earth 7.1.5.1557, octubre 2015",19,36,33.00,-97,1,7,En ladera de cerro. Silvestre,Silvestre
4101,JE014,1981,2120,VERACRUZ DE IGNACIO DE LA LLAVE,ACULTZINGO,"Km 30, Hwy 150 Orizaba-Tehuacan, just below the top of pass Paso del Viento, Veracruz","Phaseolus pedicellatus - Benth., 1837",2016,"SIG Google Earth 7.1.8.3036, enero 2017",18,42,54.00,-97,20,28,On very steep slope. Silvestre,Silvestre
4102,JE014,1980,9999,VERACRUZ DE IGNACIO DE LA LLAVE,HUAYACOCOTLA,"Camino Helechales-Tzimintey, Sierra Madre Oriental","Phaseolus pedicellatus - Benth., 1837",2016,"SIG Google Earth 7.1.8.3036, enero 2017",20,37,6.00,-98,26,31,Silvestre,Silvestre
4103,JE014,1981,2400,JALISCO,CUAUTITLÁN DE GARCÍA BARRAGÁN,"35 km al SE de Autlán, entre San Miguel y El Rincón de Manantlán","Phaseolus perplexus - A. Delgado, 2000",2016,"SIG Google Earth 7.1.8.3036, enero 2017",19,33,41.00,-104,12,3,Silvestre,Silvestre
4104,JE014,1979,9999,JALISCO,TALPA DE ALLENDE,"A 24 km al S de Talpa, camino a La Cuesta","Phaseolus perplexus - A. Delgado, 2000",2017,"SIG Google Earth 7.1.8.3036, enero 2017",20,12,26.00,-104,46,46,Silvestre,Silvestre
4105,JE014,2009,2192,JALISCO,TAPALPA,"1 Km antes de Tapalpa, enfrente del Árbol de la Culebra, 50 m NW del Lienzo Charro","Phaseolus perplexus - A. Delgado, 2000",2016,"SIG Google Earth 7.1.8.3036, enero 2017",19,57,46.00,-103,44,35,Silvestre,Silvestre
4106,JE014,1990,9999,JALISCO,TEQUILA,Cerro de Tequila,"Phaseolus perplexus - A. Delgado, 2000",1990,"SIG Google Earth 7.1.2.2041, mayo 2015",20,48,12.00,-103,50,48,En cañada. Silvestre,Silvestre
4107,JE014,1989,1400,JALISCO,TEQUILA,"Cerro de Tequila, km 10","Phaseolus perplexus - A. Delgado, 2000",2016,"SIG Google Earth 7.1.8.3036, enero 2017",20,51,15.00,-103,52,2,Silvestre,Silvestre
4108,JE014,2011,2297,MÉXICO,COATEPEC HARINAS,"El Salto, San José del Progreso","Phaseolus perplexus - A. Delgado, 2000",2016,"SIG Google Earth 7.1.8.3036, enero 2017",18,56,17.00,-99,47,55,Silvestre,Silvestre
4109,JE014,1967,914,NUEVO LEÓN,GARCÍA,2.6 mi N of Grutas García (W of Monterrey),"Phaseolus plagiocylix - Harms, 1921",2017,"SIG Google Earth 7.1.8.3036, enero 2017",25,51,8.00,-100,31,31,Silvestre,Silvestre
4110,JE014,1895,9999,NUEVO LEÓN,MONTERREY,Cerro del Obispado,"Phaseolus plagiocylix - Harms, 1921",2017,"SIG Google Earth 7.1.8.3036, enero 2017",25,40,36.00,-100,20,47,Silvestre,Silvestre
4111,JE014,1999,2377,DISTRITO FEDERAL,COYOACÁN,"Pedregal de San Ángel, Ciudad Universitaria","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2016,"SIG Google Earth 7.1.2.2041, mayo 2015",19,18,43.26,-99,11,38.63,Silvestre,Silvestre
4112,JE014,1979,2100,GUANAJUATO,ACÁMBARO,"Cerro del Toro, al E de la Ciudad de Acámbaro","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2015,"SIG Google Earth 7.1.8.3036, enero 2017",20,1,8.00,-100,42,5,En la ladera del cerro. Silvestre,Silvestre
4113,JE014,1972,2100,JALISCO,CONCEPCIÓN DE BUENOS AIRES,"Sierra del Tigre, inmediato a la población de Concepción Buenos Aires","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2016,"SIG Google Earth 7.1.8.3036, enero 2017",19,57,4.00,-103,10,48,Silvestre,Silvestre
4114,JE014,1981,9999,JALISCO,SAN GABRIEL,"20 km al SW de Sayula, rumbo a Venustiano Carranza","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2016,"SIG Google Earth 7.1.8.3036, enero 2017",19,48,1.00,-103,41,39,Silvestre,Silvestre
4115,JE014,1984,1900,JALISCO,TAPALPA,"10 km antes de llegar a Tapalpa, por la carretera que conduce al pueblo","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2016,"SIG Google Earth 7.1.8.3036, enero 2017",19,54,13.00,-103,43,51,Silvestre,Silvestre
4116,JE014,2005,2722,MICHOACÁN DE OCAMPO,CONTEPEC,"Cerro Altamirano, Llano Las Golondrinas, cerca de Santa María de los Ángeles","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2016,"SIG Google Earth 7.1.8.3036, enero 2017",19,58,13.00,-100,9,22,Silvestre,Silvestre
4117,JE014,2001,2850,MICHOACÁN DE OCAMPO,CONTEPEC,"Llano Las Golondrinas, Cerro Altamirano","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2016,"SIG Google Earth 7.1.8.3036, enero 2017",19,58,11.00,-100,9,4,Silvestre,Silvestre
4118,JE014,1987,2000,MORELOS,TEPOZTLÁN,"Derrame Chichinautzin, La Pera, cerca del poblado Oacalco","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2015,"SIG Google Earth 7.1.2.2041, mayo 2015",19,1,10.00,-99,8,8,Silvestre,Silvestre
4119,JE014,1941,1829,SINALOA,SINALOA,"Ocurague, Sierra Surotato","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2017,"SIG Google Earth 7.1.2.2041, mayo 2015",25,55,33.37,-107,37,54.5,Silvestre,Silvestre
4120,JE014,1941,1829,SINALOA,SINALOA,"Ocurague, Sierra Surotato","Phaseolus pluriflorus - Maréchal, Mascherpa & Stainier, 1978",2017,"SIG Google Earth 7.1.2.2041, mayo 2015",25,55,33.37,-107,37,54.5,Silvestre,Silvestre
4121,JE014,1911,9999,SAN LUIS POTOSÍ,VILLA JUÁREZ,Minas de San Rafael,"Phaseolus purpusii - Brandegee, 1912",2017,"SIG Google Earth 7.1.2.2041, mayo 2015",22,11,11.00,-100,16,43,Silvestre,Silvestre
4122,JE014,1911,9999,SAN LUIS POTOSÍ,VILLA JUÁREZ,Minas de San Rafael (o Huascamá),"Phaseolus purpusii - Brandegee, 1912",2017,"SIG Google Earth 7.1.2.2041, mayo 2015",22,11,11.00,-100,16,43,Silvestre,Silvestre
4123,JE014,1978,2300,DURANGO,DURANGO,"35 km al W de la Ciudad de Durango, a 3 km de La Palmita, rumbo a El Salto","Phaseolus ritensis - M.E. Jones, 1908",2016,"SIG Google Earth 7.1.8.3036, enero 2017",23,55,50.00,-104,54,28,Silvestre,Silvestre
4124,JE014,1983,2430,DURANGO,PUEBLO NUEVO,"Mesa de San Francisco, a 24 km al SE de El Salto","Phaseolus ritensis - M.E. Jones, 1908",2017,"SIG Google Earth 7.1.2.2041, mayo 2015",23,40,32.00,-105,20,8,Silvestre,Silvestre
4125,JE014,1990,2470,DURANGO,SANTIAGO PAPASQUIARO,Predio particular El Castillito,"Phaseolus ritensis - M.E. Jones, 1908",2016,"SIG Google Earth 7.1.8.3036, enero 2017",24,57,34.00,-105,53,52,Silvestre,Silvestre
4126,JE014,1989,2690,DURANGO,TEPEHUANES,Faldeos del Saúco (Cuesta del Santo Niño),"Phaseolus ritensis - M.E. Jones, 1908",2016,"SIG Google Earth 7.1.8.3036, enero 2017",25,35,1.00,-106,21,33,Silvestre,Silvestre
4127,JE014,1989,2450,DURANGO,TEPEHUANES,Mesa de los Návar,"Phaseolus ritensis - M.E. Jones, 1908",2016,"SIG Google Earth 7.1.2.2041, mayo 2015",25,11,44.00,-105,54,29,Silvestre,Silvestre
4128,JE014,2009,2530,GUANAJUATO,GUANAJUATO,"Santa Rosa, Guanajuato","Phaseolus ritensis - M.E. Jones, 1908",2017,"SIG Google Earth 7.1.8.3036, enero 2017",21,4,17.00,-101,11,27,En ladera. Silvestre,Silvestre
4129,JE014,1982,1520,JALISCO,AMECA,"27 km al W de Ameca, carretera a Talpa de Allende","Phaseolus ritensis - M.E. Jones, 1908",2016,"SIG Google Earth 7.1.2.2041, mayo 2015",20,31,59.38,-104,15,33.48,Silvestre,Silvestre
4130,JE014,1903,9999,JALISCO,GUADALAJARA,Near Guadalajara,"Phaseolus ritensis - M.E. Jones, 1908",2016,"SIG Google Earth 7.1.8.3036, enero 2017",20,42,27.00,-103,16,55,Silvestre,Silvestre
4131,JE014,1982,1680,JALISCO,MIXTLÁN,"47 km al W de Ameca, rumbo a Talpa de Allende, carretera Ameca-Talpa","Phaseolus ritensis - M.E. Jones, 1908",2016,"SIG Google Earth 7.1.2.2041, mayo 2015",20,27,48.41,-104,23,11.78,Silvestre,Silvestre
4132,JE014,1988,1400,JALISCO,ZAPOPAN,"10 km de la desviación a Tesistán, carretera a Zapopan por San Cristóbal de la Barranca, antes de llegar al rancho El Escalón","Phaseolus ritensis - M.E. Jones, 1908",2017,"SIG Google Earth 7.1.2.2041, mayo 2015",20,56,15.51,-103,25,27.98,Silvestre,Silvestre
4133,JE014,1941,1219,SINALOA,BADIRAGUATO,"Quebrado de Mansana, Sierra Surotato","Phaseolus ritensis - M.E. Jones, 1908",2017,"SIG Google Earth 7.1.2.2041, mayo 2015",25,49,3.05,-107,32,50.01,Silvestre,Silvestre
4134,JE014,1941,1829,SINALOA,SINALOA,"Ocurague, Sierra Surotato","Phaseolus ritensis - M.E. Jones, 1908",2017,"SIG Google Earth 7.1.2.2041, mayo 2015",25,55,33.37,-107,37,54.5,Mountain valley. Silvestre,Silvestre
4135,JE014,1941,1829,SINALOA,SINALOA,"Ocurague, Sierra Surotato","Phaseolus ritensis - M.E. Jones, 1908",2017,"SIG Google Earth 7.1.2.2041, mayo 2015",25,55,33.37,-107,37,54.5,Mountain slope valley. Silvestre,Silvestre
4136,JE014,1941,1829,SINALOA,SINALOA,"Ocurague, Sierra Surotato","Phaseolus ritensis - M.E. Jones, 1908",2017,"SIG Google Earth 7.1.2.2041, mayo 2015",25,55,33.37,-107,37,54.5,Steep moist shady canyon slope. Silvestre,Silvestre
4137,JE014,1941,1829,SINALOA,SINALOA,"Ocurague, Sierra Surotato","Phaseolus ritensis - M.E. Jones, 1908",2017,"SIG Google Earth 7.1.2.2041, mayo 2015",25,55,33.37,-107,37,54.5,Silvestre,Silvestre
4138,JE014,1941,1829,SINALOA,SINALOA,"Ocurague, Sierra Surotato","Phaseolus ritensis - M.E. Jones, 1908",2017,"SIG Google Earth 7.1.2.2041, mayo 2015",25,55,33.37,-107,37,54.5,Silvestre,Silvestre
4139,JE014,1985,1960,DURANGO,CANELAS,"Canelas, 8 km por el camino a Durango","Phaseolus reticulatus - Freytag & Debouck, 2002",2016,"SIG Google Earth 7.1.8.3036, enero 2017",25,7,51.00,-106,30,6,Silvestre,Silvestre
4140,JE014,2004,2220,DURANGO,CANELAS,"Canelas, aproximadamente 5 km (en línea recta), antes de llegar a Canelas","Phaseolus reticulatus - Freytag & Debouck, 2002",2017,"SIG Google Earth 7.1.8.3036, enero 2017",25,7,52.00,-106,29,56,Silvestre,Silvestre
4141,JE014,1958,9999,DURANGO,DURANGO,"30 mi W of Durango, route 40","Phaseolus reticulatus - Freytag & Debouck, 2002",2016,"SIG Google Earth 7.1.8.3036, enero 2017",23,55,6.00,-104,58,27,Silvestre,Silvestre
4142,JE014,1951,2300,DURANGO,DURANGO,"34 mi W of Durango, on Hwy to El Salto, plateau W of Arroyo Mimbres","Phaseolus reticulatus - Freytag & Debouck, 2002",2016,"SIG Google Earth 7.1.2.2041, mayo 2015",23,55,10.00,-104,58,15,Silvestre,Silvestre
4143,JE014,1979,2000,DURANGO,DURANGO,35-40 km SW of Durango city on road to a La Flor,"Phaseolus reticulatus - Freytag & Debouck, 2002",2016,"SIG Google Earth 7.1.8.3036, enero 2017",23,52,2.00,-105,8,59,"Dry ridge, along small barranca. Silvestre",Silvestre
4144,JE014,1978,2320,DURANGO,DURANGO,"Carretera Mazatlán, km 30 entre Ojo de Agua y Los Mimbres","Phaseolus reticulatus - Freytag & Debouck, 2002",2017,"SIG Google Earth 7.1.8.3036, enero 2017",23,56,2.00,-104,54,6,Silvestre,Silvestre
4145,JE014,1997,2550,DURANGO,SAN DIMAS,"Ejido Vencedores, ESE del poblado Vencedores","Phaseolus reticulatus - Freytag & Debouck, 2002",2017,"SIG Google Earth 7.1.8.3036, enero 2017",24,25,20.00,-105,41,0,Silvestre,Silvestre
4146,JE014,1990,2700,DURANGO,SANTIAGO PAPASQUIARO,"Paraje Bajío de Vacas, Ejido de Hacienditas","Phaseolus reticulatus - Freytag & Debouck, 2002",2017,"SIG Google Earth 7.1.8.3036, enero 2017",24,54,59.00,-105,56,53,Silvestre,Silvestre
4147,JE014,1989,2400,DURANGO,TEPEHUANES,Mesa de Canalitas,"Phaseolus reticulatus - Freytag & Debouck, 2002",2016,"SIG Google Earth 7.1.2.2041, mayo 2015",25,26,25.76,-106,25,2.18,Silvestre,Silvestre
4148,JE014,1997,2000,SINALOA,CONCORDIA,"Sierra Madre Occidental, off Hwy (Mazatlan-Durango Hwy) at Rancho Liebre, ca. 2 km W El Palmito; trail from Hwy to large barranca ca. 2 km NW","Phaseolus reticulatus - Freytag & Debouck, 2002",2017,"SIG Google Earth 7.1.8.3036, enero 2017",23,34,30.00,-105,51,0.9,On exposed slopes and shaded canyons. Silvestre,Silvestre
4149,JE014,1997,9999,JALISCO,TEPATITLÁN DE MORELOS,"Ambos lados del Río Verde en laderas con pendientes de 45 a 60 grados, cerca del crucero de la carretera Valle de Rio Verde, carretera Tepatitlán-Yahualica, a 20 km de la ciudad de Tepatitlán y 70 km al E de Guadalajara","Phaseolus rotundatus - Freytag & Debouck, 2002",2017,"SIG Google Earth 7.1.8.3036, enero 2017",21,0,19.00,-102,49,14,Ladera con pendientes de 45 a 60 grados. Silvestre,Silvestre
4150,JE014,1997,9999,JALISCO,TEPATITLÁN DE MORELOS,"Cerca del crucero de la carretera Tepatitlán-Yahualica, a 20 km NW de la ciudad de Tepatitlán, en ambos lados del Río Verde en laderas con pendientes de 45 a 60 grados","Phaseolus rotundatus - Freytag & Debouck, 2002",2017,"SIG Google Earth 7.1.8.3036, enero 2017",21,0,19.00,-102,49,14,Ladera con pendientes de 45 a 60 grados. Silvestre,Silvestre
4151,JE014,1966,1402,JALISCO,TONILA,3 mi W of San Marcos on lower slope of Volcan Colima,"Phaseolus rotundatus - Freytag & Debouck, 2002",2017,"SIG Google Earth 7.1.8.3036, enero 2017",19,28,12.00,-103,32,37,Silvestre,Silvestre
4152,JE014,1906,9999,DURANGO,CANELAS,San Ramón,"Phaseolus salicifolius - Piper, 1926",2017,"SIG Google Earth 7.1.8.3036, enero 2017",25,3,17.00,-106,25,28,Silvestre,Silvestre
4153,JE014,9999,9999,DURANGO,PUEBLO NUEVO,"Sierra Madre Occidental, along Hwy 40 at the E of El Espinazo del Diablo, 11.3 mi SW of La Ciudad, 16 mi E of Revolcadero","Phaseolus salicifolius - Piper, 1926",2017,"SIG Google Earth 7.1.8.3036, enero 2017",23,38,51.00,-105,45,7,Silvestre,Silvestre
4154,JE014,1983,2000,DURANGO,SAN DIMAS,"1.3 mi into Durango from Sinaloa on Mexico Hwy 40, just off old logging road, 1 mi past state line, on slopes of Sierra Madre Occidental","Phaseolus salicifolius - Piper, 1926",2017,"SIG Google Earth 7.1.8.3036, enero 2017",23,36,50.00,-105,50,26,Silvestre,Silvestre
4155,JE014,1951,2100,DURANGO,SAN DIMAS,"Along Hwy from Durango to Mazatlán, 50-54 road-mi W-SW of El Salto","Phaseolus salicifolius - Piper, 1926",2017,"SIG Google Earth 7.1.8.3036, enero 2017",23,38,33.00,-105,48,58,Silvestre,Silvestre
4156,JE014,1990,2150,DURANGO,SAN DIMAS,"La Desmontada, 4.5 km al S por el camino a Mala Noche","Phaseolus salicifolius - Piper, 1926",2017,"SIG Google Earth 7.1.8.3036, enero 2017",23,56,13.00,-105,45,32,Ladera con pendiente pronunciada. Silvestre,Silvestre
4157,JE014,1989,2515,DURANGO,TEPEHUANES,Los Potrillos,"Phaseolus salicifolius - Piper, 1926",2017,"SIG Google Earth 7.1.8.3036, enero 2017",25,42,9.00,-106,23,6,Silvestre,Silvestre
4158,JE014,1978,2060,SINALOA,CONCORDIA,"2 km del Revolcadero, límite Sinaloa-Durango carretera a Mazatlán","Phaseolus salicifolius - Piper, 1926",2017,"SIG Google Earth 7.1.2.2041, mayo 2015",23,35,34.00,-105,50,21,Silvestre,Silvestre
4159,JE014,1983,2000,SINALOA,CONCORDIA,50 mi E of Villa Union on Mexico Hwy 40; 8.2 mi W of Sinaloa-Durango border,"Phaseolus salicifolius - Piper, 1926",2017,"SIG Google Earth 7.1.8.3036, enero 2017",23,32,42.00,-105,50,35,On E facing vertical slopes. Silvestre,Silvestre
4160,JE014,1983,2000,SINALOA,CONCORDIA,56.8 mi E of Villa Union on Mexico Hwy 40,"Phaseolus salicifolius - Piper, 1926",2017,"SIG Google Earth 7.1.8.3036, enero 2017",23,34,26.00,-105,49,48,On E-facing cliff. Silvestre,Silvestre
4161,JE014,1983,2000,SINALOA,CONCORDIA,"59.2 mi E of Villa Union, 1.2 mi into Durango from Sinaloa on Mexico Hwy 40; just off of old logging road","Phaseolus salicifolius - Piper, 1926",2017,"SIG Google Earth 7.1.8.3036, enero 2017",23,35,23.00,-105,50,18,On S slopes. Silvestre,Silvestre
